id,theta,E,ra,dec
152826889800,32.26,36.9579,82.7,-63.26
90826170600,73.4281,36.9562,285.432,-37.3846
142341825000,19.73,36.9543,159.69,-15.7
72315434000,48.33,36.9492,247.91,-29.29
121194563700,50,36.9194,223.39,-43.06
111370540900,40.21,36.9138,58.99,-58.25
181753772600,50.54,36.9118,150.01,6.31
141106823600,32.71,36.9074,284.57,-34.84
180352722900,64.4689,36.9035,240.849,-72.1691
123114043100,73.6867,36.896,5.1361,28.4
93592004201,61.0405,36.8858,317.355,19.3618
181502159500,14.59,36.8668,91.59,-20.72
172444992900,35.06,36.8599,258.43,-31
131421882000,47.82,36.8558,17.21,-77.81
180531020400,63.5024,36.8524,42.5791,-59.2485
180031752100,27.55,36.8495,314.82,-54.72
161672081400,48.83,36.8438,38.25,-43.53
130312322700,76.4917,36.8416,261.012,-5.94975
121044612500,43.3,36.8391,184.76,-10.66
102168116900,16.38,36.8375,44.92,-18.95
82970733000,53.73,36.8327,103.74,-40.92
110560937001,69.2306,36.829,239.463,-1.51064
112522971700,45.53,36.8242,164.77,-41.24
103063717100,38.4,36.8185,341.07,-11.7
161920235500,78.7351,36.8159,74.2351,40.0954
180084018900,24.6,36.8136,357.42,-31.49
101897172600,33.84,36.8082,13.69,-58.57
173161031600,31.18,36.7969,218.46,-65.51
101835183900,38.39,36.793,202.29,-60.62
170960237300,57.17,36.7892,286.17,14.81
60468204100,41.61,36.788,293.31,-47.94
90707743500,67.9168,36.7793,332.954,-39.7935
62813349100,52.72,36.7758,323.55,-16.72
72953282700,22.46,36.7705,271.95,-13.42
122703200200,7.86,36.7698,240.59,-37.52
91864450200,31.57,36.7584,231.09,-5.46
161490978700,53.48,36.7353,319.8,-81.8
71035064300,33.15,36.7351,142.11,-8.48
102208140100,8.9,36.7331,40.95,-42.56
133377267700,47.94,36.73,100.34,5.76
123486289200,33.61,36.7175,130.82,-60.17
153131251100,53.52,36.7125,273.14,-24.76
113473284200,23.46,36.702,302.3,-29.94
112303915800,18.04,36.6866,253.1,-50.68
142131421900,60.3609,36.6758,70.7003,3.49154
160210086700,64.3991,36.6698,124.167,-68.4903
123630423200,70.5481,36.6653,141.773,-26.4101
141494340600,54.45,36.6616,95.54,-86.2
142040833800,41.69,36.6614,136.86,-31.13
153355833800,15.6,36.654,48.67,-45.46
121855725900,58.8,36.6453,313.58,8.22
60852975500,61.516,36.6452,345.65,-27.6651
53163672700,8.01,36.6388,325.45,-36.04
161721676700,44.22,36.637,135.61,-17.23
101834374300,67.6413,36.6312,150.602,-1.37758
162991314700,9.06,36.6305,198.04,-43.98
70823615200,33.97,36.6209,39.47,-47.76
113601049000,50.07,36.6083,211.56,-83.9
163352220400,40.11,36.6013,318.25,-24.13
180697038100,36.56,36.5962,204.79,0.28
142035649000,71.7249,36.5901,253.462,29.1686
122728454100,32.17,36.5725,83.8,-62.09
43051297600,25.77,36.5716,204.79,-9.57
73536083000,37.53,36.5708,51.31,-22.86
122676163700,11.46,36.5663,12.71,-46.44
130814868500,54.77,36.5613,100.46,9.23
151532348500,46.08,36.5577,125.1,3.84
102797315800,17.27,36.5551,92.31,-39.9
180725765000,61.6304,36.5534,220.959,-4.68722
151857379800,28.45,36.5511,348.28,-63.32
161770936600,53.27,36.5399,142.28,-67.65
123550523600,34.15,36.5378,262.73,-55.07
100202952600,53.65,36.5335,37.86,-0.67
83037070900,62.9109,36.5306,108.768,23.2547
72863725200,40.29,36.5245,329.78,-18.22
82274422300,9.84,36.5239,256.32,-44.85
170637720700,50.52,36.5149,257.77,10.89
51963240700,46.93,36.5118,167.41,10.14
180362973100,19.77,36.4956,6.61,-54.62
150724042600,56.63,36.4823,319.2,-87.64
150711753800,59.25,36.481,56.03,-13.96
112776841300,64.2054,36.4677,293.323,-71.6947
92425990700,50.7,36.4568,343.67,15.38
142326738000,43.41,36.4448,314.67,-19.8
103261705800,68.5283,36.4287,88.562,-74.9893
42873650400,15.47,36.4246,304.37,-34.93
41658559800,30.59,36.4231,48.73,-38.72
170463083500,24.69,36.4124,55.28,-44.17
70437728400,41.53,36.4087,245.47,-4.28
100721612701,35.9,36.3863,307.47,-58.38
71770747400,55.81,36.3845,139.06,-63.32
141925138000,6.95,36.3835,253.52,-42.1
132924402200,48.63,36.3781,269.8,-20.34
103008143900,41.05,36.3779,141.11,3.67
140254918801,70.3611,36.3746,185.544,-52.8656
171565731400,42.78,36.3675,288.91,-70.92
140384089100,40.57,36.3629,34.59,-1.77
51755048100,41.46,36.3584,192.19,-17.13
132597083300,16.47,36.3502,27.78,-48.09
182252253200,35.19,36.3383,201.84,-18.35
92655263000,14.58,36.3134,338.74,-21.95
122875358300,16.44,36.3008,347.49,-49.95
103457715200,41.34,36.2748,184.72,-5.79
70202350000,55.51,36.2588,258.52,-35.42
62214218500,10.76,36.2529,234.81,-28.51
121860814000,25.09,36.2516,36.9,-42.08
120061693400,76.2495,36.237,301.386,39.8332
60723949400,21.35,36.2109,97.52,-16.42
122260087200,19.63,36.2109,52.65,-34.01
173445899300,30.78,36.2089,110.5,-55.41
71542730100,57.14,36.2055,193.02,-45.92
121346375600,59.82,36.2037,280.94,16.3
153568624300,70.9419,36.2005,231.744,29.8486
171700997800,40.28,36.1931,74.2,3.08
62654286000,31.05,36.1894,304.43,-6.54
141724282000,45.66,36.1668,174.64,4.17
181551439800,59.61,36.1638,149.69,-55.3
153075291900,71.1892,36.1491,87.0769,-8.31966
181393270000,33.69,36.1484,157.9,-61.7
152882870600,79.4743,36.1273,291.051,36.5396
170416751800,31.24,36.1223,134.9,-35.27
70283412100,77.3553,36.1136,106.622,-16.4551
111768586500,30.82,36.1056,358.59,-13.63
162582060300,46.06,36.0979,130.51,-45.87
152391277600,51.25,36.0737,68.63,-57.01
92355929600,66.8324,36.0499,236.04,-48.8079
101742416900,26.7,36.0311,126.19,-61.67
181586722200,42.87,36.0247,341.41,-37.82
150485107300,51.85,36.0007,37.47,-66.26
173473877200,72.2878,35.999,340.264,35.7025
91991845600,55.13,35.9911,65.28,-17.14
72403452600,46.55,35.9856,174.34,-72.02
151692508000,65.8155,35.9836,136.279,29.1631
123517248400,53.59,35.9675,213.92,-54.51
180074583000,34.56,35.9656,33.86,-3.78
72884210500,48.18,35.9598,347.38,-1.67
121334800600,69.9897,35.9555,224.637,21.8817
162023186200,76.5919,35.9554,288.627,-43.3494
120547743900,50.49,35.9531,217.75,14.56
121133891500,1.08,35.9472,124.42,-34.04
173142099600,6.47,35.9355,243.22,-40.4
142692163400,41.68,35.9145,159.24,-67.55
121275104800,37.69,35.9119,156.55,-11.47
61410654500,14.7,35.9083,16.22,-50.07
50057534600,48.29,35.9061,147.88,-82.82
92136709700,8.02,35.9023,336.65,-42.06
133583768000,56.8,35.872,29.91,14.85
132006867200,10.94,35.8695,330,-45.51
133518471000,37.72,35.86,231.69,-22.28
170197002900,69.158,35.8494,128.927,26.2399
163480368700,40.92,35.8401,196.33,-75.73
61738506100,77.0862,35.832,303.699,1.55054
181645401800,45.23,35.832,254.83,7.04
150541074300,28.29,35.8277,344.03,-39.25
111691187500,27.36,35.8244,65.12,-7.81
41806787400,79.5317,35.8224,224.219,-14.108
152194065700,70.4036,35.8213,192.016,21.2677
110883320200,68.4109,35.8172,127.266,13.0174
121643753000,47.3,35.8,113.98,-26.77
181657942800,36.38,35.7898,358.15,-1.09
161885403600,29.53,35.7689,224.17,-44.2
130047233100,55.12,35.7596,60.32,-86.42
151182430100,55.32,35.7483,343.01,-72.16
121202191800,72.9649,35.7464,121.307,9.54798
72798228700,22.32,35.742,113.92,-13.13
103245329500,37.44,35.7419,42.85,1.12
72653304400,50.9,35.7371,184.91,-80.19
162348406900,19.17,35.73,50.31,-29.56
102467148800,65.3485,35.7249,11.6924,27.2353
91522032400,15.67,35.7213,92.79,-21
62715911100,55.57,35.7169,162.36,-89.27
72172449500,31.77,35.7125,157.31,-66.29
100270140500,35.61,35.7071,283.04,-60.17
110314326700,28.99,35.7012,63.34,-64.05
102493740700,45.21,35.6897,272.08,5.99
153448416400,37.4,35.6868,133,-45.65
121792358200,49.14,35.686,192.86,-58.4
72268560000,29.18,35.6693,97.57,-58.25
73601762100,42.8,35.6679,223.53,-45.58
83251816200,35.95,35.658,205.67,-26.55
80471626401,32.96,35.6577,4.05,-31.67
71956992400,22.73,35.6531,328.71,-13.14
141858297700,59.92,35.6477,48.53,18.05
60417069200,22.2,35.6456,161.22,-28.73
120242702400,45.07,35.6358,2,-79.76
100466215200,18.98,35.6308,135.69,-26.89
73124013100,28.78,35.6234,297.06,-56.15
170855366700,28.8,35.6149,152.49,-63.7
142311716100,53.99,35.6078,155.38,18.29
172903939800,13.72,35.5968,307.94,-47.85
130134608300,34.1,35.5922,90.23,-18.3
181824518000,59.35,35.5811,320.01,-74.17
182332143200,35.71,35.5715,210.59,-59.57
130122951000,49.51,35.5705,53.38,-52.16
112531071100,42.08,35.5483,193.67,-27.04
92415269700,58.92,35.5411,230.09,-43.89
71054499500,57.3,35.534,108.33,12.25
142625386200,34.15,35.5304,15.85,-34.64
60511053000,35.03,35.5223,293.62,-1.89
82613451700,76.6905,35.5212,131.646,-54.3467
121221767900,58.83,35.5158,106.15,-14.47
83023307500,34.35,35.5099,260.64,-66.25
170064033100,24.83,35.5015,3.84,-19.53
161901222900,55.31,35.479,161.91,-43.75
142126148100,56.33,35.4621,244.72,-38.1
72188543700,73.0742,35.4446,238.188,-71.6351
91703658700,50.91,35.4413,127.27,-4.69
142134422500,48.29,35.4291,220.65,7.21
133410507900,19.18,35.417,192.45,-21.82
140391337500,17.79,35.3999,326.02,-31.47
180137731000,20.72,35.3876,161.97,-42.61
103450205300,57.07,35.3836,277.49,-48.14
170125347500,34.97,35.381,55,-14.16
150026941700,17.78,35.3703,159.11,-24.95
111968316300,56.02,35.3665,314.29,-50.44
122876295200,28.17,35.3645,8.5,-20.47
73147066700,16.79,35.3586,76.9,-29.23
170020725500,62.8509,35.3567,147.083,-60.1932
130472230900,49.82,35.3534,16.63,8.17
71640161000,44.52,35.3449,67.25,-20.84
132215153100,75.1485,35.3423,127.11,-68.1856
171537608300,65.597,35.3369,50.4768,-46.6967
120771545800,21.27,35.3282,325.8,-31.61
131294263300,78.7104,35.3226,29.5546,-55.2696
72520317500,67.1419,35.3155,29.1373,-31.8162
131072331400,76.0574,35.3077,180.865,-58.9179
122587971100,60.912,35.2804,84.104,25.3547
141703862400,35.04,35.2723,157.4,-6.96
52968551400,37.49,35.268,120.95,-2.25
160623238900,50.85,35.2668,337.52,-50.04
92587403800,44.3,35.2655,11.01,-14.3
143147967000,46.14,35.2426,193.82,-46.16
112717185400,16.59,35.2288,52.2,-19.14
122918222300,13.47,35.2279,124.92,-48.48
173337276500,44.73,35.2254,95.82,1.51
43197764100,63.9604,35.2136,283.765,-79.9186
171620015100,36.02,35.2058,47.47,-18.76
111405229100,64.9148,35.1951,177.329,23.2522
112314458600,48.13,35.1796,262.01,12.99
133345159200,54.8,35.1777,24.23,18.48
151792935100,29.84,35.1719,186.86,-41.88
80707558000,38.13,35.1303,282.38,-34.89
70920647700,22.46,35.1294,304.77,-49.81
111262589700,59.6,35.129,24.01,-8.71
102567815100,62.8155,35.1254,3.19081,-14.0703
160697383700,13.92,35.1217,214.04,-26.68
43131885700,62.1328,35.1126,240.027,26.8385
161117024800,44.42,35.1103,311.44,-45.44
131827441800,41.66,35.1069,35.24,-43.78
80084412000,27.72,35.106,77.06,-43.25
100391602600,28.24,35.0984,282.77,-30.48
110557820600,68.6476,35.0955,333.091,-53.2171
72338344600,46.75,35.0831,14.73,-25.67
111654110500,10.73,35.0819,184.5,-45.89
130540430000,64.134,35.0638,45.6883,-74.5358
52401278800,74.2788,35.0492,67.8343,-3.44197
81423757700,64.9291,35.0435,198.558,8.12591
152754828900,43.34,35.0418,297.79,0.85
70934880300,29.36,35.0325,147.41,-6.06
100924144200,64.6587,35.0298,171.601,1.66642
92267556200,32.47,35.0278,35.04,-67.53
130994538400,57.03,35.0272,216.75,-49.78
130881835200,39.26,35.0269,328.11,-28.66
111776271400,66.1383,35.0264,1.29513,-19.8724
173231360300,9.49,35.0237,215.2,-38.13
131074761800,40.93,35.0192,186.93,-73.25
110903548500,65.1316,35.0148,176.671,-45.5593
161866081701,62.6035,35.0003,192.888,-59.2008
81031434600,64.2698,34.9945,296.151,-25.7994
73580100800,72.6694,34.9917,154.806,17.466
42082749800,38.44,34.9755,130.11,-19.69
91825861900,48.41,34.9727,268.98,12.92
132450455800,19.1,34.9715,134.05,-31.19
62311341200,56.09,34.968,119.02,18.73
160791032600,25.72,34.9638,348.16,-58.57
173063805900,27.56,34.9616,296.77,-10.93
170034061100,32.22,34.9578,60.25,-27.01
71266370500,57.15,34.9376,126.41,-84.1
112338068400,48.98,34.9374,102.69,-9.05
141802315900,57.74,34.929,69.29,-7.86
152103473000,59.09,34.9251,128.01,-35.94
130560816600,66.2409,34.9213,27.3078,-39.7848
162347714900,12.72,34.9014,28.86,-40.81
121608424200,29.7,34.8939,345.42,-8.43
140200545100,72.678,34.8916,322.445,-0.686048
162201669700,55.81,34.8863,56.75,-57
132986765300,66.1324,34.8635,2.72752,-5.72343
162195763100,32.89,34.8623,275.02,-61.07
70074322000,74.081,34.8578,55.8582,36.9477
102636343300,31.55,34.8478,345.37,-17.47
101412619300,39.68,34.8467,47.8,-49.49
171431642800,47.23,34.8348,5.08,-28.26
70323662300,59.35,34.8337,356.58,11.95
120277098600,51.73,34.8321,234.11,-26.68
162007348300,75.0004,34.8236,88.4173,-32.0435
110026687700,16.48,34.8117,111.56,-36.57
41933262100,27.75,34.8037,155.66,-15.06
110284861300,59.31,34.799,169.25,-59.96
113002923500,69.5714,34.7886,159.172,-58.2205
61188088700,73.7241,34.7817,326.398,35.7309
141108189601,18.41,34.7611,322.89,-31.2
163041213800,26.81,34.738,195.25,-8.76
132211406000,46.99,34.7334,175.93,-16.61
161651192500,38.77,34.7319,20.12,-23.26
83054166000,59.93,34.7263,201.79,-81.06
170446938800,41.88,34.7243,142.31,-16.19
112952798900,13.11,34.7236,242.16,-34.99
113147891400,73.3939,34.7211,126.107,38.066
152722173200,78.6256,34.7208,111.897,-30.2
123027843000,53.88,34.7165,137.07,14.43
120556098800,19.09,34.709,175.89,-22.52
171493686600,43.08,34.6955,182.64,-76.22
50675110700,45.69,34.6867,191.45,-50.58
91867475800,65.503,34.6684,344.221,30.2112
151183721500,70.6812,34.6533,44.6185,-16.599
60875528100,53.11,34.6488,158.12,17.14
143164004101,15.11,34.6452,314,-44.76
91904727100,76.3515,34.6386,321.419,-17.8095
91055792600,72.6672,34.6375,286.435,-30.9265
171726947900,53.55,34.6365,244.7,-33.33
143336583800,43.64,34.6275,82.6,7.19
140035913200,57.56,34.6265,179.69,-48.95
133503815400,32.14,34.6028,31.09,-24.96
100443180300,17.93,34.6027,36.74,-19.42
170964546200,73.629,34.5983,91.2117,25.1955
102030696800,27.35,34.5898,113.31,-33.84
80526476300,14.02,34.5886,170.8,-21
130913019900,53.51,34.5878,348.52,-79.91
111864182700,46.34,34.5779,224.26,8.42
111361978900,26.41,34.5752,36.28,-49.06
142566577500,56.75,34.5749,311.7,-25.65
102713817700,46.25,34.5727,336.14,-39.85
173188547500,3.35,34.5699,165.79,-35.59
110250251500,72.3837,34.5681,111.741,-66.4547
53127791600,38.39,34.5525,77.38,-58.98
121836343100,32.85,34.5521,271.06,-64.76
90842928700,40.06,34.5497,4.09,-51.22
52034077700,53.85,34.5474,238.38,16.03
110685376600,14.74,34.5372,131.76,-47.6
160290539500,38.22,34.5353,212.74,-49.53
171903028200,57.25,34.5346,255.48,-71.05
113063683100,65.6917,34.5323,31.016,-37.9909
100544859400,25.39,34.5272,75.7,-34.71
73461961800,36.24,34.5197,304.64,-12.16
111934985400,40.54,34.5102,240.1,-75.4
91837336300,55.99,34.5062,321.22,18.66
82682632900,53.92,34.4989,294.01,-87.82
170165188200,36.07,34.4958,86.24,0.87
70544999800,65.0863,34.4944,180.819,-12.4949
181197223300,58.01,34.4925,256.27,21.18
180934767300,58.92,34.4774,149.58,23.49
91625026400,41.25,34.4706,179.08,-70.22
180063229000,53.29,34.4679,319.95,8.93
62525029600,40.89,34.4671,2.02,-42.44
50641407600,43.32,34.4661,28.66,-42.57
70548101300,26.84,34.458,260.58,-59.07
90893394100,66.7074,34.4388,355.669,-35.644
131804898800,47.15,34.4288,174.79,-34.4
181256830200,71.9715,34.4256,195.442,4.71683
161800515000,53.16,34.4238,45.13,17.7
161666737200,68.9011,34.4094,25.4593,-38.6062
101921743400,27.53,34.4071,144.79,-50.88
103142550900,45.03,34.4035,314.64,-19.04
100535634700,19.8,34.4024,150.43,-18.51
132628601500,40.39,34.3962,101.95,4.87
90600263400,75.8455,34.3867,4.0906,-14.7738
112584952500,31.89,34.3866,352.2,-42.85
112462642600,65.701,34.3832,281.966,-27.6338
60870917200,42.46,34.3812,278.81,-54.83
140884884000,19.98,34.3709,119.6,-28.4
141592872900,34.35,34.3632,84.87,-37.34
92960989500,31.92,34.362,157.91,-13.85
131572730601,68.8806,34.3497,217.354,-48.2916
153215829500,52.46,34.3211,89.18,2.89
112231557600,28.11,34.2982,158.79,-58.95
162116261400,67.2235,34.2971,251.43,-9.12357
151422177300,46.51,34.2933,74.15,10.9
81215779001,62.0835,34.2921,160.977,5.3892
92536561900,65.0331,34.2814,210.195,-79.3649
120644442100,27.8,34.2811,109.08,-8.93
170566951200,63.1632,34.2752,122.943,-25.0928
150467434500,77.9902,34.2751,301.538,-27.9926
91540138200,39.44,34.2684,59.02,-51.46
182132050800,38.5,34.2681,98.19,-55.18
130666589500,15.31,34.2385,191.16,-20.09
170387002900,49.1,34.2231,196.68,11.45
161158532500,63.6126,34.212,36.7535,-28.8189
132673822600,52.17,34.209,348.32,-63.6
153436772900,54.66,34.2056,129.43,16.68
131536276400,25.32,34.202,233.2,-45.33
80204410300,64.0578,34.2002,112.452,-0.700846
112527102700,18.3,34.1886,17.77,-25.35
150996708400,78.9836,34.1646,308.105,-4.46971
93141256800,28.86,34.1583,177.15,-35.35
51990302800,41.43,34.1525,68.56,5.22
92177908300,56.7,34.1486,313.06,-58.44
152561711200,33.52,34.1466,185.23,-68.05
171074436100,30.72,34.1393,123.7,-9.56
111342752600,35.88,34.1101,120.12,-5.84
91143122400,72.2102,34.1087,31.669,7.22338
81726275400,51.28,34.1026,344.84,-32.61
101298511700,24.15,34.0997,304.88,-32.1
120624999600,50.88,34.0977,146.93,8.9
141550010100,66.9713,34.0959,269.274,-48.9907
41616725000,43.62,34.0917,299.93,7.16
112170738200,61.2557,34.0891,133.032,14.4778
43341833900,20.36,34.0882,264.41,-16.34
153574738400,52.6,34.0726,108.95,-41.34
62144868200,15.16,34.0703,266.19,-20.05
181890275300,35.53,34.0591,89.57,-28.17
152211270300,65.002,34.0589,143.975,26.1739
161020549900,69.5723,34.0578,236.372,-46.9351
181882881100,5.6,34.037,163.4,-34.7
142722114700,65.5065,34.0324,148.132,0.42626
101483386001,42.34,33.992,84.17,-60.83
122151770600,31.73,33.9847,102.13,-57.28
71288544500,8.86,33.9812,344.44,-36.68
151977219900,39.51,33.9795,305.3,-19.32
112518202400,43.62,33.9474,116.81,-6.88
142795477700,33.94,33.9471,336.39,-5.82
172581561701,67.7206,33.9467,274.261,-56.9831
82292442900,28.07,33.943,158.85,-13.1
110544128700,64.9205,33.9323,93.2889,27.6511
180681961000,25.74,33.9204,359.73,-61.22
82885935900,47.07,33.9192,67.05,-11.62
53404139600,49.62,33.9003,24.29,8.24
160664094701,52.91,33.897,153.6,-37.42
123354766100,58.81,33.8876,90.78,-30.13
142796460000,45.48,33.886,59.39,4.65
150326038100,44.79,33.8821,110.46,-78.83
62898126700,39.97,33.8789,120.64,4.51
43630120400,32.61,33.8786,209.36,-2.97
90543718900,43.36,33.8753,80.97,3.41
143204335100,35.39,33.8497,302.41,-49.29
91930192100,66.8709,33.8434,138.657,-41.9947
72664820900,55.25,33.8391,23.94,-36.84
131728540801,37.58,33.8292,65.81,-47.82
121490245500,74.0328,33.8248,326.961,28.1779
101394247200,77.2009,33.8241,199.662,34.9528
143443803800,38.79,33.8105,352.59,-73.73
140550421300,65.3626,33.8073,268.115,28.6615
92432153100,36.26,33.7952,225.21,-55.07
162180108100,21.11,33.7932,50.46,-51.34
160710049700,56.98,33.7901,225.3,-10.97
102511754400,36.21,33.7864,125.97,-37.28
142774893700,58.1,33.7807,67.2,-76.03
143486938300,72.1742,33.7713,346.092,-67.778
143072837400,39.63,33.7656,234.42,-14.42
152968401700,63.873,33.7586,247.889,-71.5684
100873501500,30.89,33.7497,45,-34.38
142177605100,52.92,33.7438,311.24,-47.33
142025633500,12.71,33.7373,293.93,-25.22
60550150900,21.98,33.7317,261.16,-56.11
161057996600,59.92,33.728,23.62,-67.12
90177638000,33.44,33.7106,227.5,-32.96
111181953800,49.48,33.7045,110.54,-36.22
180941961900,29.27,33.6964,15.59,-7.45
41771117300,51.58,33.6919,357.49,-63.68
143373299300,37.29,33.6905,293.75,-7.15
101322265600,29.61,33.6713,82.87,-6.53
141945016300,58.71,33.6694,200.5,-0.5
172160917100,58.98,33.6553,49.5,-2.12
81362923700,18.22,33.6546,110.78,-17.63
61682314500,55.16,33.6452,27.01,-72.83
172951417400,67.9918,33.641,58.7512,-73.8618
181884642500,33.95,33.6219,241.87,-3.19
121436208800,46.88,33.6143,262.23,10.49
180646935200,27.62,33.6098,182.33,-58.99
142746895700,63.0547,33.6074,318.635,-52.2424
70505442600,3.84,33.5909,129.99,-38.01
73025792400,52.13,33.5782,100.04,-48.16
130957454400,59.52,33.5779,313.16,-6.58
132042243200,54.25,33.5559,70.56,-51.61
152451409000,60.4955,33.5517,227.119,-35.2718
130596902400,33.22,33.5505,227.35,-15.17
113416255900,78.8296,33.5428,39.8107,29.1731
43364207000,60.3479,33.5362,274.306,-47.6772
143011121800,23.24,33.5286,182.51,-56.91
101511938100,50.13,33.5284,147.13,-74.64
82950759800,11.87,33.5202,186.49,-39.27
81746935000,34.44,33.5174,290.98,-67.52
180030564000,46.51,33.5098,274.35,-3.43
91550568800,44.03,33.5041,39.72,7.4
141928093500,55.1,33.4892,307.86,-38.13
93427717100,38.94,33.4885,173.32,-2.59
180816595700,61.1935,33.4801,272.428,-16.6888
171436267900,25.93,33.4702,221.57,-36.92
181893508000,35.38,33.4672,208.38,-67.56
170584713600,60.5465,33.4544,58.811,6.73803
113373416501,57.37,33.4502,229.83,-74.89
151576552000,63.8554,33.4492,186.729,-52.9765
53423605200,53.99,33.4377,53.17,-50.83
180225339501,4.29,33.435,90.83,-37.68
172615198500,11.62,33.4303,327.35,-23.8
120368360900,68.5761,33.423,317.079,-27.1806
122935775101,37.77,33.4166,45.83,-5.75
92701251900,45.09,33.3999,175.05,9.65
172385660000,20.43,33.3936,297.8,-31.69
151245047400,39.72,33.3656,179.14,4.24
93453846300,12.64,33.3647,6.68,-39
172527100700,44.15,33.3626,92.96,-41
110595167300,67.559,33.3617,173.888,13.6227
70226130700,55.1,33.3571,54.72,-45.29
93108042900,62.0515,33.3569,57.243,-30.2229
112942194100,55.82,33.353,197.92,10.38
130642162100,13.14,33.3522,14.68,-25.29
63530127200,4.98,33.3482,200.02,-31.74
140535547600,15.99,33.3457,128.94,-50.52
103260844200,65.0201,33.3454,214.921,29.3807
52992676200,57.76,33.3411,292.41,12.11
162880311900,47.15,33.3351,88.32,-35.92
102732985400,7.01,33.3309,235.9,-34.29
83321102300,45.51,33.3181,193.52,0.5
120347916500,39.72,33.3109,259.69,-26.06
111126152200,20.28,33.3083,242.75,-34.79
100277460200,70.7096,33.3003,296.334,-54.6109
130068636200,33.45,33.2797,216.02,-1.79
143461255700,40.04,33.2785,207.66,-12.44
102223902600,26.14,33.2743,252.12,-15.98
143478342300,38.11,33.2719,230.38,-46.92
110232349000,32.22,33.2694,10.06,-51.95
113527209600,10.76,33.2546,151.57,-38.85
150476091700,38.65,33.254,130.56,-72.18
81733945800,12.07,33.2493,179.55,-46.44
80297672200,76.6839,33.2467,350.82,-65.6598
180530548600,17.07,33.2259,296.87,-20.77
120590334400,49.4,33.223,258.86,9.05
162865717600,43.47,33.2214,324.41,-20.29
180213579800,71.8636,33.2152,126.175,-50.596
70724703500,22.34,33.2147,114.64,-12.95
113048344200,35.79,33.2105,122.37,-69.9
142203491300,22.34,33.186,234.97,-23.12
61876418800,19.48,33.1851,288.17,-20.62
182165512106,2.14,33.1829,294.93,-33.25
92022627500,39.06,33.1764,110.53,-38.31
70820334700,61.0402,33.176,32.6908,-53.118
70136864600,53.05,33.1707,118.24,8.27
173458388500,5.45,33.1698,181.36,-29.72
112865923700,26.67,33.1621,8.94,-60.75
153457616500,37.86,33.1614,160.5,1.01
152822477400,16.39,33.1542,249.53,-28.11
152153064900,74.6182,33.148,189.454,39.3613
143403786500,46.16,33.1459,344.65,10.87
153466820700,66.7334,33.1372,164.753,13.4942
150216132500,28.24,33.1345,155.01,-20.89
73094563800,19.17,33.1336,2.82,-49.73
90836260100,41.38,33.1307,141.55,-39.47
131534143700,42.94,33.1285,227.43,-32.94
132171252000,48.39,33.1283,181.88,-50.46
83542701500,73.4026,33.1052,194.417,-57.7317
81533999900,71.5006,33.1003,33.0597,-67.9271
80220812700,51.01,33.0997,225.7,-0.13
141820022600,43.86,33.092,59.13,0.12
151513348400,23.99,33.0775,129.1,-13
143154839701,9.47,33.0719,1.57,-26.12
141993331400,21.05,33.0705,184.08,-14.32
112258573700,27.03,33.0608,37.97,-47.9
82492145500,41.45,33.0558,229.35,-19.46
163490015700,23.03,33.045,222.64,-33.18
173540868600,53.2,33.0419,293.86,-18.82
181651140400,40.04,33.0358,44.73,-74.41
71567516900,55.61,33.0357,272.19,0.5
53097481501,55.55,33.0198,199.33,-78.95
133243882700,20.53,33.0192,349.41,-20.84
81443230901,13.8,33.0163,111.35,-31.41
120047175200,30.25,32.9956,124.35,-19.5
172000745501,26.31,32.9792,112.25,-39.61
81022616700,68.7464,32.9788,350.209,-8.51312
132971796100,33.11,32.9688,192.23,-64.26
72997869300,74.0103,32.9677,55.9289,14.3275
140332283001,51.01,32.9646,331.84,15.35
112417381800,21.82,32.9626,63.44,-41.18
100096111900,71.2288,32.9607,333.794,-69.7993
171451531500,55.22,32.958,6.75,-6.24
162514488600,52.72,32.9413,356.58,-82.92
153572164700,54.37,32.9374,359.42,-32.67
152977748700,17.39,32.9318,128.12,-34.22
70626125800,48.46,32.9269,207.07,-3.51
63523454700,16.98,32.9219,358.08,-25.56
180625570800,51.58,32.9167,165.33,12.72
111455912501,15.33,32.9157,226.82,-46.37
113207170000,37.31,32.9135,140.44,-66.59
90833973200,42.1,32.9072,95.36,6.95
80496145800,38.89,32.9035,106.58,-56.6
130908628400,70.609,32.8944,211.999,-32.6359
81353005000,9.57,32.8941,102.06,-43.38
121983743600,40.67,32.8888,207.18,5.29
100521460600,62.3785,32.8851,295.858,21.5409
81784466300,19.03,32.8779,226.5,-21.01
71763729400,67.5396,32.8738,128.612,11.8709
81374337600,50.63,32.8737,237.47,-65.97
143317037800,40.54,32.8651,88.07,-0.74
102667254400,61.0338,32.862,129.693,-29.4587
110976728700,35.43,32.86,189.02,-60.93
182421611000,40.54,32.8531,205.3,-30.43
151754923600,5.01,32.8473,232.33,-39.29
172841033300,44.95,32.8448,225.48,-25.22
143236870500,46.53,32.8431,42.18,-26.54
131171546400,33.86,32.8408,7.05,-65.94
162723657400,45.91,32.8356,322.32,-22.66
121633719000,1.14,32.8345,165.31,-35.89
100070487000,62.9596,32.8323,234.586,27.6252
80942744400,40.33,32.8277,101.65,-22.31
71552963000,39.51,32.8247,174.79,-32.4
91695416300,54.17,32.8151,216.62,12.41
