id,theta,E,ra,dec
62221172600,6.8,27.1741,125.63,-31.94
152421431900,10.01,27.1675,141.3,-43.3
130293175500,33.15,27.1661,35.2,-9.1
132934197500,69.1582,27.1653,277.887,24.1869
171677735100,16.5,27.1604,345.16,-19.73
143206281100,30.34,27.1598,87.55,-10.14
131664262200,39.27,27.1587,141.93,-48.67
73615370200,72.5454,27.1535,39.5203,31.108
161224637801,42.99,27.1533,212.47,-69.95
121513544200,68.5281,27.1528,192.493,18.1751
151567637500,63.8819,27.1503,228.429,-56.2512
111113389400,25.31,27.1465,84.15,-57.95
170815519400,41.06,27.1438,111.36,-33.45
112031372200,42.25,27.1313,72.13,-8.55
110046118600,43.16,27.1279,93.1,-77.53
162662877500,47.94,27.1271,246.88,10.73
170125375600,48.96,27.1252,154.46,-64.01
181480169000,29.45,27.1235,24.66,-61.48
172063032600,27.24,27.12,169.69,-61.49
173176335500,50.85,27.1187,356.89,-63.2
82411891900,34.68,27.115,161.77,-0.63
121226018800,66.8072,27.1064,246.88,27.2981
62033218400,45.14,27.1028,244.55,-60.24
111058200400,71.2593,27.0981,214.446,-22.297
113361718000,63.1406,27.0978,15.356,-75.5951
153122403900,76.6186,27.0962,148.075,-47.3883
122206606700,20.35,27.0771,7.98,-41.49
101482533800,66.1428,27.0748,25.9939,-23.4948
171918477601,72.3248,27.0721,270.521,-62.2594
102755936300,45.3,27.0699,65.86,-34.74
140322087100,34.19,27.0641,7.3,-24.86
133166515500,38.97,27.0618,87.8,1.93
122940296600,70.51,27.0559,79.884,-9.23492
182012299000,44.14,27.0515,123.08,3.9
123526961200,48.98,27.0509,132.94,13.41
113202418300,57.99,27.0484,259.14,22.37
150143953201,54.18,27.0477,336.91,-9.91
141398436500,65.4364,27.0366,336.923,30.1087
41306786800,21.65,27.0363,238.94,-26.21
90258325400,21.59,27.0286,205.78,-20.19
140664937900,76.9218,27.0266,45.1825,-4.28274
81203421700,23.01,27.0141,125.31,-56.51
100036947400,20.98,27.0121,119.49,-45.68
142804216001,39.79,27.0088,258.97,-65.17
181951574300,67.3491,27.0067,2.78458,-59.7807
71087309400,11.38,26.9909,261.83,-46.62
120906410500,20.04,26.9896,191.27,-20.74
161956394100,15.09,26.9858,315.88,-21.2
121914000000,41.55,26.979,247.27,-16.45
111691661300,40.25,26.9783,74.17,3.31
81108228400,48.86,26.9769,349.66,-81.13
83203195000,33.13,26.9767,304.58,-2.48
161741033100,10.59,26.975,71.73,-44.2
161480946100,38.54,26.9722,353.11,-64
131390594601,25.04,26.969,40.29,-26.75
102770806000,23.09,26.9688,134.97,-22.95
113045047900,38.36,26.9629,347.67,0.89
161801592200,24.87,26.9589,73.78,-18.37
111101507400,28.36,26.9553,347.08,-45.8
163021041900,26.93,26.9531,179.23,-60.76
70918277500,69.3172,26.9528,216.365,-7.16145
121556609001,31.74,26.9521,288.52,-66.59
110946352400,11.54,26.9466,194.73,-37.84
63501738100,28.89,26.9463,251.52,-10.44
133490149800,68.4237,26.9447,49.8862,-74.7196
60830784600,39.54,26.9417,297.87,-5.01
110204031500,12.49,26.933,50.68,-28.31
41522360600,43.29,26.9278,41.42,-53.59
82840981100,49.64,26.9273,162.76,13.94
131063444700,31.97,26.9219,76.29,-63.89
181217525900,58.06,26.9177,291.1,22.41
82404943800,19.73,26.9176,277.7,-51.4
52637273700,58.14,26.9172,73.64,19.8
142672258900,9.73,26.9155,196.33,-34.76
102610726800,30.42,26.9152,132.47,-5.25
103085381700,63.4726,26.9116,343.025,18.1366
100282734800,34.18,26.9103,310.74,-33.46
180625651300,37.56,26.9097,100.07,-45.49
81068254800,59.58,26.9093,347.49,3.94
52074760600,35.39,26.9047,268.52,-2.47
163556118800,74.7048,26.901,309.522,-66.8805
142458467400,79.176,26.8834,357.683,-16.7056
121400080500,7.09,26.8809,344.63,-39.4
161840268200,52.99,26.8793,53.05,17.03
92741107900,48.56,26.8777,208.31,-4.96
101352176000,60.2035,26.8769,51.947,20.9269
132107969300,67.6218,26.8674,128.369,-50.7461
161872321400,5.38,26.865,130.18,-29.99
102711065200,65.2629,26.8587,214.859,7.46622
93140978200,14.41,26.8535,184.02,-34.2
140246316701,11.21,26.8519,126,-40.53
153594739500,22.64,26.8495,70.5,-40.98
153108235900,64.5407,26.8464,205.357,-9.02876
121813537900,51.77,26.8421,219.75,-2.02
100624300800,33.65,26.8319,121.88,-15.34
73597360400,12.58,26.8306,167.25,-33.83
172113999800,77.3127,26.824,196.497,36.9787
132218598500,66.8161,26.8217,133.784,-5.83218
102211282200,29.64,26.82,95.15,-59.3
100064837500,25.92,26.8184,84.84,-22.62
132173709900,68.1187,26.8129,138.937,-26.6211
150921501100,33.31,26.8124,326.98,-58.06
122131404700,45.05,26.8099,151.26,-1.69
90845169900,37.15,26.8069,193.9,-59.1
112045578600,45.26,26.8028,343.53,-43.24
102962749100,45.68,26.8002,313.55,-70.06
72925460800,56.62,26.8,1.87,21.33
162118539400,13.7,26.7991,38.35,-35.54
170961035500,53.55,26.795,279.85,-39.46
173316561600,54.1,26.7929,114.37,14.24
43483254300,69.1624,26.7904,289.171,22.5691
81657614100,49.59,26.7815,299.37,4.83
53443348700,39.94,26.7801,9.19,-16.17
60024793000,11.92,26.773,43.94,-26.29
111905312000,31.99,26.7667,291.56,-19.76
172387943700,69.9196,26.765,141.867,-28.0916
171662592702,21.23,26.7634,98.45,-30.24
131354334600,66.0359,26.7588,154.27,29.975
120272200500,55.75,26.7587,52.95,-66.44
90344658600,28.43,26.7546,79.77,-63.82
170762254801,17.3,26.7433,358.81,-34.47
181655772100,49.38,26.7428,314.41,-30.97
122448144100,22.14,26.742,62.12,-14.54
91258339300,23.94,26.7414,293.08,-40.83
132430967000,24.83,26.7412,135.34,-10.98
181937660001,47.71,26.7356,64.58,-47.57
91951444900,32.63,26.734,64.09,-51.41
121295050300,50,26.7294,207.36,11.42
173340251900,61.8075,26.7272,102.529,-52.4552
173574826100,13.99,26.7176,57.44,-45.46
152832672100,54.18,26.7116,320.07,-63.53
112083060700,43.98,26.7063,213.64,-1.53
171011704101,31.92,26.7052,61.58,-48.15
102684844200,2,26.7013,317.43,-37.17
152646406300,10.17,26.6986,15.94,-45.3
122815694000,65.6645,26.6883,306.499,1.22303
170110855400,25.53,26.6833,278.79,-56.08
171403793100,60.6281,26.6789,34.7537,-76.9126
131445995200,43.74,26.6693,298.95,-39.86
162702846600,71.6693,26.6655,320.327,-25.5968
152680320000,14.68,26.6603,111.25,-30.63
63147171800,27.12,26.6521,76.94,-16.93
111246647400,28.83,26.6514,240.25,-63.27
80927739600,26.43,26.6465,231.85,-42.76
110386384800,75.4451,26.6312,236.285,-13.4394
111044929500,20.39,26.6275,141.69,-21.37
142231302901,22.48,26.6273,147.41,-50.95
80857355100,48.84,26.6271,179.98,-36.56
173166350800,47.35,26.6263,64.41,11.98
93083439800,45.44,26.6229,358.83,-60.35
101422034700,77.8246,26.6213,81.8445,42.3756
132332017300,18.98,26.6195,181.25,-22.68
180741604901,73.6537,26.6172,294.282,15.3263
90335460000,55.52,26.6137,73.58,7.1
131841135900,68.6425,26.6121,163.018,-28.883
41891657400,35.61,26.6057,98.05,-0.47
91161271000,47.56,26.6029,333.55,-10.5
173320874300,29.63,26.6016,251.94,-42.82
131932831700,27.89,26.6006,125.01,-35.57
100170988700,31.37,26.6004,266.06,-3.93
131655323700,43.97,26.5876,179.05,-45.15
121823488400,47.25,26.5844,190.04,10.08
141661782900,70.266,26.5821,346.782,-50.6864
121632947901,45.95,26.581,105.8,-79.47
53597891800,15.41,26.5793,190.22,-27.97
171773153201,79.3865,26.5766,89.7357,12.0694
111303920100,30.02,26.5757,143.57,-65.14
112497992600,57.39,26.5746,138.11,-28.02
102716605100,69.1714,26.5683,341.776,13.2956
171233192500,4.42,26.5678,110.94,-36.32
102481306900,16.73,26.5595,130.74,-30.97
112495360800,62.7574,26.5594,281.266,15.6765
141303047500,63.4211,26.554,4.59872,-64.1702
161653280100,44.34,26.553,190.05,-10.02
70382465400,30.56,26.5471,27.32,-30.83
120748197300,77.1296,26.5423,149.982,-50.7816
161701284000,67.8278,26.5368,40.6895,25.9774
153005674700,60.7906,26.5339,34.9225,24.5479
180425514400,12.79,26.5325,137.72,-31.59
113465390500,42.44,26.5308,30.32,-0.56
152321166001,66.9353,26.5274,191.534,-2.84638
92041569800,35.56,26.5245,107.16,-70.47
113608042300,70.5022,26.5245,88.8143,-38.8996
160742589301,10.95,26.5218,32.1,-24.01
110092430600,33.14,26.5215,279.38,-40.15
153538026101,18.25,26.5173,160.41,-50.75
82485429601,59.03,26.5164,218.66,-76.08
162756188901,31.79,26.5068,41.78,-10.62
122896094200,24.35,26.5059,59.31,-33.65
92991060200,69.6923,26.503,291.494,-51.076
102380489400,8.56,26.4996,97.14,-40.08
163302874200,57.02,26.4988,268.97,15.74
162854943800,8.86,26.4961,348.84,-35.86
90164196500,32.4,26.4946,77.83,-24.85
123390459400,6.86,26.485,195.7,-33.92
122987451400,9.3,26.4828,86.19,-41.17
151298336600,62.7996,26.4784,105.072,-79.6607
121315160400,50.78,26.4729,169.45,9.55
111485524700,13.12,26.4684,235.06,-23.99
121392132200,26.68,26.4671,42.75,-40.29
132047573900,22.95,26.4652,342.76,-48.21
50392713800,56.73,26.4642,91.86,-71.18
170834506800,64.9775,26.4599,32.0567,-45.8979
180984518300,52.19,26.4567,70.63,-36.82
181571268800,16.34,26.454,71.84,-48.45
120815157500,31.94,26.4512,105.24,-42.21
151944791600,30.07,26.449,254.66,-7.55
151734054300,77.6354,26.4488,175.092,41.0857
131055814300,45.44,26.4435,139.61,-38.53
101056563000,48.59,26.4402,251.87,8.08
82121578800,54.85,26.434,87.86,7.15
182244499101,46.28,26.4327,201.73,-70.12
152058139400,3.58,26.4311,32.56,-31.86
122716509800,6.32,26.4282,29.48,-28.98
62980392200,31.79,26.4244,161.66,-3.61
90673297800,22.77,26.4239,31.87,-24.23
173193558400,51.21,26.4237,26.94,-65.41
151635745901,61.1787,26.4214,211.751,13.126
103152502500,53.96,26.4198,188.06,-62.2
162075773200,21.65,26.4068,310.77,-18.21
133280004300,72.3379,26.4064,89.7814,-24.0464
100195959101,40.02,26.4056,67.47,-39.61
80205155200,13.41,26.402,83.86,-48.74
113527372300,16.03,26.3959,158.31,-48.24
142804136500,36.54,26.3952,343.06,-57.36
83106867200,20.13,26.392,94.8,-18.23
113391441200,49.31,26.3874,180.54,-43
61012547000,72.4435,26.3842,258.97,-71.129
83522257200,12.42,26.3801,306.98,-35.36
90864237600,28.45,26.3773,83.79,-55.23
60222782400,35.65,26.3748,313.91,-64.41
161888631800,79.9045,26.3737,312.071,-9.38486
150754557100,16.64,26.3732,97.6,-27.68
52823859700,41.47,26.3725,239.02,-35.25
70577799000,47.85,26.3694,204.91,-82
60591224600,60.9185,26.3568,18.9346,-6.61829
80132694500,58.27,26.3545,13.9,10.7
151915934600,57.83,26.3545,215.86,-31.45
60577482300,54.98,26.3539,289.32,-37.75
133085219600,63.0662,26.345,262.468,-70.91
83483374500,20.91,26.3404,359.34,-32.67
132424584501,63.0982,26.3369,201.626,-34.9362
120798174200,32.22,26.3343,310.36,-46.71
163434415000,14.72,26.3342,18.89,-21.42
91574353600,22.07,26.3336,166.84,-22.29
93540759600,22.28,26.3316,258.76,-43.09
91376482100,26.49,26.3298,287.89,-30.02
161950408600,31.59,26.328,67.77,-4.36
142994676900,60.9831,26.3255,218.513,-79.2201
111182481400,29.96,26.3238,64.18,-5.89
131986507400,36.78,26.3218,274.83,-29.6
82576784100,58.43,26.3209,312.95,-35.86
161713545200,36.25,26.3182,120.59,-42.1
70268371300,47.42,26.3145,217.49,11.37
70912995100,70.5879,26.3123,160.67,-42.2894
112728465900,9.3,26.3122,122.68,-39.14
101651243300,76.4371,26.3088,37.3473,36.6089
181654414200,72.2575,26.3078,255.511,12.2883
131548504800,20.14,26.3063,334.67,-31.04
171203057300,70.6502,26.2978,90.6012,35.139
82996635400,53.92,26.2954,347.4,-53.36
102031314500,34.72,26.2944,130.26,-67.09
160996963500,33.52,26.2911,216.26,-65.84
160783731700,16.07,26.2867,102.73,-35.47
142534038600,13.71,26.2834,267.13,-21.34
142638567600,1.91,26.281,108.83,-33.35
142796283000,28.93,26.2772,48.49,-12.62
122206875400,47.67,26.271,46.74,-21.13
102707406800,76.5322,26.2699,18.089,26.188
81222671900,38.99,26.2694,123.23,-66.03
82050880400,29.68,26.2693,124.53,-32.54
170945194200,61.0601,26.2636,218.83,-5.35588
111563303100,72.2118,26.2634,40.4345,-46.7894
131755066801,31.29,26.2577,263.75,-17.19
100471702400,36.47,26.2434,305.3,-69.72
52162140800,53.68,26.2424,234.4,-77.22
141888576000,11.4,26.2416,36.2,-23.7
80627880300,70.2331,26.2402,290.306,16.8789
81191323400,27.11,26.2393,25.52,-62.24
62978509500,48.29,26.2351,164.17,-82.87
73275538801,29.81,26.2321,66.86,-13.69
161181935300,38.88,26.2304,92.74,-27.36
123257341000,78.097,26.2284,194.351,-2.2387
83210822900,49.18,26.2276,265,-42.69
42727925200,49.9,26.2262,97.98,13.9
170421018800,17,26.2261,315.45,-40.92
140362230300,69.2387,26.2242,33.0707,11.9782
150403058100,23.35,26.2168,43.31,-27.41
120872483500,49.16,26.2059,343,-25.41
141283516000,54.95,26.2035,88.69,8.84
140794405300,14.92,26.2016,95.01,-41.22
160544821602,40.77,26.2008,152.52,-27.56
180960282401,62.7034,26.1989,346.825,20.8403
152240688600,19.2,26.1918,121.7,-28.44
151555277200,24.46,26.1886,220.82,-10.68
152074377400,39.11,26.1859,287.7,-52.75
171017931300,20.84,26.1855,307.27,-34.86
102954720600,72.3136,26.1855,45.258,2.18141
161280562900,55.81,26.1848,13.15,19.14
132815752900,49.01,26.1783,75.4,-55.36
160881928300,60.7804,26.1771,37.0367,22.6841
153462792200,53.65,26.1697,297.07,17.61
152553687300,79.6763,26.1697,317.735,18.8567
181262121800,30.09,26.1692,97.87,-27
171426877200,33.51,26.1659,287.47,-2.82
80243437400,45.42,26.1652,77.97,-52.02
151561369700,41.71,26.1638,74.81,-76.41
73105041400,37.81,26.1626,318.95,-53.76
182045113800,26.05,26.1595,244.19,-56.86
123401727300,25.65,26.1583,226.03,-34.39
153172795700,17.77,26.1535,285.12,-52.42
142177444600,54.78,26.1464,349.8,13.72
172280804602,56.32,26.1439,207.14,-81.25
102817676700,59.95,26.1398,90.49,24.69
181780740500,4.74,26.1363,60.37,-39.06
130285767900,6.8,26.1328,111.68,-36.28
61575424400,24.83,26.1302,215.8,-14.86
72002454400,36.53,26.1232,165.05,-1.47
110941264400,44.32,26.121,298.06,-44.52
140122052400,21.82,26.1102,284.5,-27.56
160205854200,61.223,26.1088,255.038,-81.7911
170856519700,55.39,26.1056,301.26,-84.59
51544491700,57.13,26.105,111.59,-49.51
172313128200,44.88,26.1037,237.19,1.54
151916558700,30.17,26.0915,283.58,-58.74
103254744800,42.85,26.0836,19.25,-77.66
130150634200,16.34,26.0798,253.86,-51.64
70464827900,44.59,26.0763,70.23,1.22
160425545400,8.84,26.0738,113.42,-32.07
110721309500,69.7754,26.0731,69.6,-41.4041
93606687500,7.19,26.0705,123.98,-42.29
170506769700,19.8,26.0689,207.67,-36.88
101583853400,40.15,26.0639,156.71,3.6
181354432500,41.66,26.0596,118.37,-33.04
160104703600,23.45,26.0588,32.24,-24.77
130762914300,50.22,26.0545,75.01,7.95
160706092400,59.81,26.0509,103.93,-26.18
163453269200,18.39,26.0502,348.01,-29.53
80225033200,47.29,26.0453,20.8,-43.21
73607826300,19.5,26.045,161.31,-18.2
103392139100,65.6571,26.0434,206.305,-11.1907
180323638200,72.9368,26.0431,146.388,-54.6104
131530028600,39.09,26.0414,52.96,-42.52
100561883100,55.06,26.0401,267.95,-52.05
100612348500,16.7,26.0316,29.27,-40.76
113325325200,74.8713,26.0272,121.956,-14.7219
123200120700,76.6266,26.0251,188.819,39.543
140353627800,57.09,26.0248,296.37,-80.56
100636339600,61.6011,26.0219,215.868,14.6583
60770280100,54.56,26.0175,356.99,-17.79
151626757000,18.23,26.0086,271.25,-30.97
160271130100,23.27,26.0053,301.74,-17.8
43614345800,23.31,26.0019,8.22,-54.25
151255707300,58.73,25.9985,150.08,-14.99
141076969800,10.11,25.9976,249.45,-25.08
152917702100,48.67,25.9956,100.94,-83.96
152530585900,48.29,25.9913,63.22,-37.69
182142596100,42.4,25.9854,161.55,6.41
182352503200,47.69,25.9838,145.41,-6.3
81001841100,43.09,25.9824,352.61,-4.72
122734862000,49.57,25.9793,29.99,-53.02
82613719900,44.41,25.9788,225.01,-76.48
52186319600,58.16,25.974,341.37,21.74
163576440801,39.85,25.9725,151.97,-18.21
133144505400,37.92,25.9711,330.22,-1.62
130171132100,39.71,25.9707,288.92,-74.48
83070972100,8.09,25.9651,185.79,-40.32
180940126400,33.65,25.9644,290.48,-5.92
100663741500,14.66,25.9626,90.16,-37.38
123192400900,16.54,25.9602,283.27,-28.63
53477369700,7.56,25.9552,136.5,-28.35
143612836700,49.56,25.9456,261.18,-40.26
143093100800,71.1565,25.9443,261.375,32.3857
111626185300,6.26,25.9434,276.54,-35.77
140322001400,43.01,25.9417,2.56,-8.09
171242700600,59.84,25.9408,145.47,-9.07
140971267100,8.06,25.9405,8.6,-38.21
113007603900,56.14,25.9381,166.58,-21.17
120480774900,24.78,25.9367,315.75,-51.46
162634942300,47.52,25.9348,341.52,5.59
170822868600,67.009,25.9314,355.019,5.48407
150600469000,40.56,25.9282,249.98,-15.11
100302318600,42.15,25.9247,293.56,-18.07
171902700700,37.25,25.9192,180.56,-9.6
113063470100,51.01,25.918,316.49,12.46
110744437400,71.6486,25.9145,58.3533,18.0381
103474468400,71.8787,25.914,124.271,-50.2941
171696893800,62.1389,25.9123,220.955,-46.0239
150565772600,65.4369,25.9101,67.6354,-29.4812
161026153800,65.7382,25.9076,310.337,-59.7914
151860679300,43.61,25.9075,48.05,6.28
120786503300,26.08,25.9034,228.92,-29.49
101941259300,18.6,25.9002,113.14,-25.38
141220907100,76.3932,25.8983,311.138,17.992
130141149500,66.3494,25.8967,269.819,31.0367
170091787800,56.63,25.8938,31.7,-80.11
151383256301,40.11,25.8827,171.91,-34.01
151004888000,27.67,25.8796,121.53,-29.24
112082589400,44.85,25.8795,108.67,-68.7
101914536000,39.54,25.877,200.37,-72.28
181897342500,59.34,25.874,43.24,-9.77
90903876200,48.28,25.8712,161.54,-35.22
122785275400,48.97,25.8699,285.01,-31.97
153500437900,35.17,25.8668,188.59,-66.93
160901749300,77.3517,25.8666,117.729,-41.59
160965931900,4.17,25.86,196.86,-32.63
90300471000,28.94,25.859,229.33,-23.76
130021272200,9.66,25.8577,261.26,-26.25
70966406200,60.0267,25.8574,53.8761,-84.3694
110630410000,31.52,25.8493,320.35,-19.37
81270448600,42.15,25.8485,339.18,4.51
110811952900,19.91,25.844,1.98,-54.08
101216902700,20.13,25.8407,233.8,-40.75
80833593000,43.17,25.8383,126.91,-71.89
142601173900,21.44,25.8351,139.58,-53.23
122910128800,44.49,25.8344,85.17,-61.62
150116196000,37.57,25.8341,91.71,-69.43
90094850200,51.89,25.8336,23.49,-86.36
111746378901,79.5252,25.8325,202.481,-12.7604
42671808200,47.68,25.8316,208.66,8.57
100108140100,27.58,25.8306,196.05,-7.9
111561514500,38.51,25.8303,62.04,2.74
80223233100,65.2025,25.8284,101.312,-52.2852
102461154300,73.7002,25.8274,246.997,-47.7788
80626974600,65.369,25.8255,264.944,-3.57425
122465205200,27.37,25.825,276.67,-34
91196111700,65.8979,25.822,221.186,30.6063
112295759900,74.1962,25.8142,20.5462,8.60199
81487286000,38.22,25.8128,263.64,-15.82
162132297701,54.81,25.8119,115.29,4.01
132193289900,59.15,25.8102,139.54,-18.82
81682439000,34.34,25.7999,78.91,-25.63
131203999300,68.0797,25.7995,67.7119,-7.94534
113092453801,41.34,25.7961,206.95,-61.67
162286262100,60.8635,25.7931,195.165,-82.351
61820797800,13.89,25.7919,50.1,-45.08
162277142600,41.81,25.7851,52.35,-13.63
160440971800,74.044,25.7849,54.5598,-58.3003
101495822800,33.14,25.7826,239.47,-1.91
133236968900,72.2193,25.7788,239.071,-67.9493
93358494500,44.36,25.7773,117.25,-56.04
130113669600,38.27,25.7771,63.83,-54.17
143175957100,29.33,25.7726,19.38,-26.31
141261923200,37.29,25.7681,102.18,-52.74
131778125100,60.5968,25.7647,69.3559,-15.0353
150654048702,45.74,25.7645,46.06,-5.38
172113409400,55.51,25.7632,201.69,20.48
112326581501,65.9572,25.7618,192.534,-78.265
150196807100,39.65,25.7557,106.93,-28.71
131286683801,62.7721,25.7511,335.66,-35.1416
172463794200,3.65,25.7503,254.4,-31.78
151371197800,74.2403,25.7495,135.465,-40.7726
163652415100,26.01,25.7492,322.63,-11.41
111687329100,72.4559,25.7491,2.30018,26.5974
130147233300,32.96,25.7467,128.35,-30.07
110642584700,36.25,25.7407,353.96,-9.3
72335340100,47.31,25.7383,286.04,9.09
122646130801,77.1317,25.7278,340.903,38.0936
131872882300,77.6286,25.7276,243.452,-18.4331
91635981100,48.98,25.7184,328.92,-56.61
181830408100,66.9463,25.7153,324.403,-33.5493
182118195301,67.1624,25.7147,347.294,8.68208
52004468700,41.32,25.7007,286.51,-36.6
160401576500,58.16,25.6941,38.77,-54.46
93083328300,18.12,25.6924,273.2,-29.09
161224435700,29.85,25.6919,118.39,-44.84
160987003300,24.47,25.6846,209.9,-33.53
52454466500,8.8,25.6731,272.83,-42.49
143021690600,26.24,25.668,236.73,-14.59
142130758900,47.68,25.6664,28.2,-64.43
131153260000,40.9,25.6655,122.5,0.01
140435772400,18.94,25.6618,155.05,-28.26
41810422500,36.08,25.6611,84.55,-21.63
70145239200,73.2755,25.6601,214.625,-64.4518
71356623900,32.59,25.6595,235.17,-12.17
142831988500,34.22,25.6586,173.63,-27.69
120312812100,73.0893,25.658,151.865,-69.9038
110506420200,36.4,25.6511,209.29,-26.36
101491354500,37.72,25.6482,28.3,-70.3
73330698200,55.81,25.647,274.67,-29.18
110095178200,40.28,25.6445,51.08,-2.06
162201207100,24.55,25.6411,140.88,-21.93
162342956000,11.08,25.6387,198.94,-25.43
90858037000,28.05,25.6367,298.52,-55.83
140576766700,36.24,25.6353,207.25,-70.03
101491645700,56.7,25.6333,14.69,-4.11
160725883800,61.3739,25.6285,223.179,-2.30955
101213762800,40.03,25.627,76.18,-39.29
51446165200,46.13,25.6261,202.43,-76.38
120632011600,67.9643,25.6227,95.9021,-52.3626
60768534000,25.26,25.6215,254.3,-50.58
120332847600,33.31,25.6201,320.16,-36.95
110535492900,44.92,25.6192,107.22,2.94
42015910100,27.89,25.6178,327.13,-28.11
142234727700,45.62,25.6146,328.82,-54.49
152997182200,32.01,25.6088,49.72,-25.62
122617074200,66.3598,25.6056,0.0823747,17.0755
161500268900,38.32,25.6028,18.21,-73.31
132546935500,36.04,25.599,59.95,-10.64
143508225200,55.59,25.5972,201.25,16.55
110961194300,42.71,25.5919,325.6,-2.62
121791519400,19.01,25.5886,79.3,-18.94
132697067900,6.45,25.576,46.36,-30.2
112073962000,42.98,25.5743,276.72,-53.71
150527139900,57.12,25.5736,289.55,-69.53
82931656000,52.36,25.5699,164.79,-1.96
72262252900,48.2,25.566,186.84,9.02
140648354600,61.6338,25.565,319.896,-2.9922
121082326100,74.1666,25.564,107.356,18.9647
172167214800,63.6694,25.563,309.219,1.04584
151495796500,61.0885,25.5603,322.041,-44.8504
103535695600,5.2,25.5591,82.96,-34.57
43560039500,1.55,25.5578,204.41,-34.94
61530634400,19.97,25.5518,52.65,-36.28
172711434900,40.83,25.5442,231,-54.13
160983052500,46.03,25.5442,103.83,-79.59
63173212400,45.47,25.5437,289.77,9.89
150610506000,17.45,25.5415,308.8,-25.64
42696093800,46.73,25.5413,69.28,-70
150078275300,25.51,25.5383,226.57,-20.3
60175919600,77.5703,25.5326,43.6688,4.71259
61341466200,69.4599,25.5323,281.321,-66.3074
143517903400,34.92,25.5313,187.39,-5.96
141808600400,28.97,25.5301,60.81,-51.87
102993303600,62.0861,25.5252,318.041,17.5043
163115780000,49.6,25.5242,341.69,-79.23
82613146000,32.2,25.5184,201.14,-29.34
112680940200,66.5883,25.5158,40.088,-66.4983
63558067800,38.17,25.5137,173.96,-73.34
80592883000,33.45,25.5129,352.41,-23.29
80200251000,31.58,25.5083,258.1,-7.86
171950172800,65.1287,25.5057,332.665,-27.7104
112098316100,71.1937,25.5043,271.179,-67.6247
52238251500,50.95,25.5041,345.28,-54.78
133487565500,37.97,25.4975,110.76,-65.02
143382542200,17.22,25.4961,290.43,-52.45
112330030001,45.38,25.4957,25.15,-68.43
161000659200,58.1,25.49,2.41,17.41
140663551100,26.5,25.4895,35.11,-51.9
83494604500,77.0183,25.4747,319.239,8.52355
81601484500,10.19,25.4713,80.92,-30.31
91760466800,71.6934,25.4677,25.0364,34.215
62301381900,46.86,25.4638,147.57,9.98
82696063300,64.9945,25.4612,76.9266,-12.6604
82893859100,78.2838,25.4532,79.5903,-62.0369
113642664501,16.07,25.4443,317.22,-19.55
171564998900,23.15,25.4424,203.22,-57.13
180313020100,59.3,25.4399,57.66,1.21
182281000200,63.4369,25.4394,101.267,26.3322
43360138600,63.1286,25.4383,254.025,-14.0333
123231489001,37.33,25.434,191.57,-20.44
63176521200,54.01,25.4288,2.42,-48.17
172706050301,43.45,25.4275,65.87,-41.05
150891833001,46.09,25.4264,313.16,-53.61
150452466200,68.9949,25.4167,307.719,14.7099
150053079001,62.5484,25.4154,34.8199,5.40095
100261668300,62.3662,25.4141,260.647,9.99386
170367579000,15.01,25.412,207.23,-49.86
82553497401,56.89,25.4092,150.19,-78.81
103016929900,51.09,25.4086,54.69,11.23
180924177900,79.5042,25.406,17.1425,-30.3622
162191441600,47.35,25.4057,125.13,12.12
162267548700,25.19,25.4006,41.29,-12.92
73071443600,16.57,25.3975,230.13,-27.1
143618226001,29.22,25.3951,219.36,-21.2
81955561300,22.57,25.3929,258.66,-17.86
70874883800,72.1003,25.3863,214.491,-8.68411
102792840700,35.94,25.3845,243.57,0.83
133651491400,61.7888,25.3823,192.858,-39.3683
170040312800,58.81,25.3817,100.91,-83.36
92473679400,59.16,25.3812,328.98,-47.59
101780765700,58.01,25.3768,5.91,-2.89
103535354000,41.97,25.3737,52.14,5.67
141465831500,56.83,25.3717,168.23,-32.93
70384926400,46.84,25.3683,47.35,-13.96
52881465700,42.61,25.3647,239.95,-71.31
113631080800,4.51,25.3642,254.74,-39.52
102932261100,68.5315,25.3531,321.968,-36.3426
80295316500,58.55,25.3508,170.45,-28.09
123284444600,42.37,25.3493,50.07,-65.11
53390470300,51.14,25.3476,247.59,-2.62
152928342000,68.6794,25.344,230.122,-54.7323
181232942200,59.2,25.3429,64.7,16.39
133520871400,10.45,25.3417,223.85,-41.9
140134721100,38.15,25.3373,95.93,-67.47
110856423000,67.2643,25.3335,226.259,28.2305
151174865700,47.53,25.3322,233.56,-61.49
51654618900,15.93,25.3297,186.99,-39.54
151325329500,49.67,25.3207,136.74,-48.77
130255736200,33.64,25.3165,127.2,-3.13
91644852800,23.61,25.309,206.76,-12.79
143252262401,18.09,25.3065,244.72,-43.37
120456521000,31.44,25.2979,129.11,-51.84
120046046400,32.08,25.2887,132.18,-12.97
181236565600,74.9402,25.2811,160.601,-20.6884
173417877900,52.56,25.2808,181.45,11.91
152590129901,58.12,25.2773,35.11,-41.19
82207204500,18.91,25.2768,30.68,-32.49
80632614000,71.9436,25.2744,275.859,-51.0846
153128621800,55.76,25.2683,270.3,-87.36
161681520500,35.54,25.2674,95.93,-3.29
151376059800,74.5345,25.2671,359.499,-57.8391
131823707700,71.8175,25.2594,141.934,23.6298
